# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	408095	408736	-					adk		JCVISYN3A_0651	642		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	408095	408736	-	AVX54900.1			Adenylate kinase	adk		JCVISYN3A_0651	642	213	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	408864	410312	-					secY		JCVISYN3A_0652	1449		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	408864	410312	-	AVX54901.1			Preprotein translocase subunit	secY		JCVISYN3A_0652	1449	482	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	410312	410749	-					rplO		JCVISYN3A_0653	438		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	410312	410749	-	AVX54902.1			50S ribosomal protein L15	rplO		JCVISYN3A_0653	438	145	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	410768	411532	-					rpsE		JCVISYN3A_0654	765		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	410768	411532	-	AVX54903.1			30S ribosomal protein S5	rpsE		JCVISYN3A_0654	765	254	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	411551	411901	-					rplR		JCVISYN3A_0655	351		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	411551	411901	-	AVX54904.1			50S ribosomal protein L18	rplR		JCVISYN3A_0655	351	116	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	411927	412469	-					rplF		JCVISYN3A_0656	543		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	411927	412469	-	AVX54905.1			50S ribosomal protein L6	rplF		JCVISYN3A_0656	543	180	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	412483	412872	-					rpsH		JCVISYN3A_0657	390		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	412483	412872	-	AVX54906.1			30S ribosomal protein S8	rpsH		JCVISYN3A_0657	390	129	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	412892	413077	-					rpsN		JCVISYN3A_0658	186		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	412892	413077	-	AVX54907.1			30S ribosomal protein S14	rpsN		JCVISYN3A_0658	186	61	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	413096	413638	-					rplE		JCVISYN3A_0659	543		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	413096	413638	-	AVX54908.1			50S ribosomal protein L5	rplE		JCVISYN3A_0659	543	180	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	413657	413983	-					rplX		JCVISYN3A_0660	327		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	413657	413983	-	AVX54909.1			50S ribosomal protein L24	rplX		JCVISYN3A_0660	327	108	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	413997	414365	-					rplN		JCVISYN3A_0661	369		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	413997	414365	-	AVX54910.1			50S ribosomal protein L14	rplN		JCVISYN3A_0661	369	122	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	414381	414641	-					rpsQ		JCVISYN3A_0662	261		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	414381	414641	-	AVX54911.1			30S ribosomal protein S17	rpsQ		JCVISYN3A_0662	261	86	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	414638	415054	-					rpmC		JCVISYN3A_0663	417		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	414638	415054	-	AVX54912.1			50S ribosomal protein L29	rpmC		JCVISYN3A_0663	417	138	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	415054	415467	-					rplP		JCVISYN3A_0664	414		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	415054	415467	-	AVX54913.1			50S ribosomal protein L16	rplP		JCVISYN3A_0664	414	137	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	415470	416171	-					rpsC		JCVISYN3A_0665	702		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	415470	416171	-	AVX54914.1			30S ribosomal protein S3	rpsC		JCVISYN3A_0665	702	233	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	416189	416524	-					rplV		JCVISYN3A_0666	336		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	416189	416524	-	AVX54915.1			50S ribosomal protein L22	rplV		JCVISYN3A_0666	336	111	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	416548	416814	-					rpsS		JCVISYN3A_0667	267		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	416548	416814	-	AVX54916.1			30S ribosomal protein S19	rpsS		JCVISYN3A_0667	267	88	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	416836	417684	-					rplB		JCVISYN3A_0668	849		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	416836	417684	-	AVX54917.1			50S ribosomal protein L2	rplB		JCVISYN3A_0668	849	282	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	417739	418023	-					rplW		JCVISYN3A_0669	285		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	417739	418023	-	AVX54918.1			50S ribosomal protein L23	rplW		JCVISYN3A_0669	285	94	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	418023	418649	-					rplD		JCVISYN3A_0670	627		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	418023	418649	-	AVX54919.1			50S ribosomal protein L4	rplD		JCVISYN3A_0670	627	208	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	418662	419333	-					rplC		JCVISYN3A_0671	672		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	418662	419333	-	AVX54920.1			50S ribosomal protein L3	rplC		JCVISYN3A_0671	672	223	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	419409	419717	-					rpsJ		JCVISYN3A_0672	309		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	419409	419717	-	AVX54921.1			30S ribosomal protein S10	rpsJ		JCVISYN3A_0672	309	102	
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420560	420635	-					tRNA-Thr		JCVISYN3A_0678	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420560	420635	-				tRNA-Thr	tRNA-Thr		JCVISYN3A_0678	76		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420648	420723	-					tRNA-Val		JCVISYN3A_0679	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420648	420723	-				tRNA-Val	tRNA-Val		JCVISYN3A_0679	76		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420731	420806	-					tRNA-Glu		JCVISYN3A_0680	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420731	420806	-				tRNA-Glu	tRNA-Glu		JCVISYN3A_0680	76		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420814	420889	-					tRNA-Asn		JCVISYN3A_0681	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420814	420889	-				tRNA-Asn	tRNA-Asn		JCVISYN3A_0681	76		
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420991	421857	-					folD		JCVISYN3A_0684	867		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	420991	421857	-	AVX54922.1			Bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase	folD		JCVISYN3A_0684	867	288	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	421866	423467	-					natA		JCVISYN3A_0685	1602		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	421866	423467	-	AVX54923.1			Sodium transporter	natA		JCVISYN3A_0685	1602	533	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	423546	424274	+					trkA		JCVISYN3A_0686	729		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	423546	424274	+	AVX54924.1			Potassium transporter	trkA		JCVISYN3A_0686	729	242	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	424301	425740	-					gatB		JCVISYN3A_0687	1440		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	424301	425740	-	AVX54925.1			Glutamyl-tRNA amidotransferase subunit B	gatB		JCVISYN3A_0687	1440	479	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	425742	427199	-					gatA		JCVISYN3A_0688	1458		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	425742	427199	-	AVX54926.1			Glutamyl-tRNA amidotransferase subunit A	gatA		JCVISYN3A_0688	1458	485	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	427199	427495	-					gatC		JCVISYN3A_0689	297		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	427199	427495	-	AVX54927.1			Glutamyl-tRNA amidotransferase subunit C	gatC		JCVISYN3A_0689	297	98	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	427497	429503	-					ligA		JCVISYN3A_0690	2007		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	427497	429503	-	AVX54928.1			DNA ligase (NAD(+))	ligA		JCVISYN3A_0690	2007	668	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	429507	431528	-							JCVISYN3A_0691	2022		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	429507	431528	-	AVX54929.1			Uncharacterized protein			JCVISYN3A_0691	2022	673	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	431531	432439	-							JCVISYN3A_0692	909		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	431531	432439	-	AVX54930.1			Uncharacterized pseudouridine synthase			JCVISYN3A_0692	909	302	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	432442	433410	-							JCVISYN3A_0693	969		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	432442	433410	-	AVX54931.1			Uncharacterized protease			JCVISYN3A_0693	969	322	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	433466	433735	-					ptsH		JCVISYN3A_0694	270		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	433466	433735	-	AVX54932.1			Phosphocarrier protein	ptsH		JCVISYN3A_0694	270	89	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	433800	435968	-					pcrA		JCVISYN3A_0695	2169		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	433800	435968	-	AVX54933.1			ATP-dependent DNA helicase	pcrA		JCVISYN3A_0695	2169	722	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	435985	436740	-							JCVISYN3A_0696	756		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	435985	436740	-	AVX54934.1			Uncharacterized transporter			JCVISYN3A_0696	756	251	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	436740	437696	-							JCVISYN3A_0697	957		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	436740	437696	-	AVX54935.1			Uncharacterized glycosyl transferase			JCVISYN3A_0697	957	318	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	438118	439866	-					thiB		JCVISYN3A_0706	1749		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	438118	439866	-	AVX54936.1			Thiamine ABC transporter permease	thiB		JCVISYN3A_0706	1749	582	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	439830	440579	-					thiQ		JCVISYN3A_0707	750		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	439830	440579	-	AVX54937.1			Thiamine ABC transporter ATP-binding protein	thiQ		JCVISYN3A_0707	750	249	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	440593	442056	-					thiB		JCVISYN3A_0708	1464		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	440593	442056	-	AVX54938.1			Thiamine ABC transporter substrate-binding protein	thiB		JCVISYN3A_0708	1464	487	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	442279	443142	-							JCVISYN3A_0710	864		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	442279	443142	-	AVX54939.1			Uncharacterized hydrolase			JCVISYN3A_0710	864	287	
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443479	443555	+					tRNA-Arg		JCVISYN3A_0717	77		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443479	443555	+				tRNA-Arg	tRNA-Arg		JCVISYN3A_0717	77		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443603	443679	+					tRNA-Pro		JCVISYN3A_0718	77		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443603	443679	+				tRNA-Pro	tRNA-Pro		JCVISYN3A_0718	77		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443690	443765	+					tRNA-Ala		JCVISYN3A_0719	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443690	443765	+				tRNA-Ala	tRNA-Ala		JCVISYN3A_0719	76		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443770	443846	+					tRNA-Met		JCVISYN3A_0720	77		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443770	443846	+				tRNA-Met	tRNA-Met		JCVISYN3A_0720	77		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443858	443934	+					tRNA-Met		JCVISYN3A_0721	77		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443858	443934	+				tRNA-Met	tRNA-Met		JCVISYN3A_0721	77		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443977	444069	+					tRNA-Ser		JCVISYN3A_0722	93		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	443977	444069	+				tRNA-Ser	tRNA-Ser		JCVISYN3A_0722	93		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	444092	444167	+					tRNA-Met		JCVISYN3A_0723	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	444092	444167	+				tRNA-Met	tRNA-Met		JCVISYN3A_0723	76		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	444170	444246	+					tRNA-Asp		JCVISYN3A_0724	77		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	444170	444246	+				tRNA-Asp	tRNA-Asp		JCVISYN3A_0724	77		
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	444255	444330	+					tRNA-Phe		JCVISYN3A_0725	76		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	444255	444330	+				tRNA-Phe	tRNA-Phe		JCVISYN3A_0725	76		
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	444438	445172	+					nagB		JCVISYN3A_0726	735		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	444438	445172	+	AVX54940.1			Glucosamine-6-phosphate deaminase	nagB		JCVISYN3A_0726	735	244	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	445270	446016	+					tpiA		JCVISYN3A_0727	747		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	445270	446016	+	AVX54941.1			Triose-phosphate isomerase	tpiA		JCVISYN3A_0727	747	248	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	446009	446845	+							JCVISYN3A_0728	837		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	446009	446845	+	AVX54942.1			Uncharacterized hydrolase			JCVISYN3A_0728	837	278	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	446848	448443	+					pgm		JCVISYN3A_0729	1596		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	446848	448443	+	AVX54943.1			Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	pgm		JCVISYN3A_0729	1596	531	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	448543	449142	+							JCVISYN3A_0730	600		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	448543	449142	+	AVX54944.1			Uncharacterized protein			JCVISYN3A_0730	600	199	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	449195	449863	-					deoC		JCVISYN3A_0732	669		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	449195	449863	-	AVX54945.1			Deoxyribose-phosphate aldolase	deoC		JCVISYN3A_0732	669	222	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	449875	451551	-					deoB		JCVISYN3A_0733	1677		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	449875	451551	-	AVX54946.1			Phosphopentomutase	deoB		JCVISYN3A_0733	1677	558	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	451915	452568	+					punA		JCVISYN3A_0747	654		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	451915	452568	+	AVX54947.1			Purine-nucleoside phosphorylase	punA		JCVISYN3A_0747	654	217	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	452721	454883	-					nrdE		JCVISYN3A_0771	2163		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	452721	454883	-	AVX54948.1			Ribonucleotide-diphosphate reductase subunit alpha	nrdE		JCVISYN3A_0771	2163	720	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	454870	455343	-					nrdI		JCVISYN3A_0772	474		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	454870	455343	-	AVX54949.1			Ribonucleotide reductase assembly protein	nrdI		JCVISYN3A_0772	474	157	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	455352	456371	-					nrdF		JCVISYN3A_0773	1020		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	455352	456371	-	AVX54950.1			Ribonucleoside-diphosphate reductase subunit beta	nrdF		JCVISYN3A_0773	1020	339	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	456670	456954	+					secG		JCVISYN3A_0774	285		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	456670	456954	+	AVX54951.1			Preprotein translocase subunit	secG		JCVISYN3A_0774	285	94	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	456990	459104	+					rnr		JCVISYN3A_0775	2115		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	456990	459104	+	AVX54952.1			Ribonuclease R	rnr		JCVISYN3A_0775	2115	704	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	459114	459560	+					smpB		JCVISYN3A_0776	447		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	459114	459560	+	AVX54953.1			SsrA-binding protein	smpB		JCVISYN3A_0776	447	148	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	459560	460045	+							JCVISYN3A_0777	486		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	459560	460045	+	AVX54954.1			Uncharacterized protein			JCVISYN3A_0777	486	161	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	460165	460416	+							JCVISYN3A_0778	252		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	460165	460416	+	AVX54955.1			Uncharacterized protein			JCVISYN3A_0778	252	83	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	460467	462704	+					ptsG		JCVISYN3A_0779	2238		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	460467	462704	+	AVX54956.1			PTS sugar transporter	ptsG		JCVISYN3A_0779	2238	745	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	463042	465870	-					mgtA		JCVISYN3A_0787	2829		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	463042	465870	-	AVX54957.1			Magnesium-translocating P-type ATPase	mgtA		JCVISYN3A_0787	2829	942	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	466288	466587	-					atpC		JCVISYN3A_0789	300		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	466288	466587	-	AVX54958.1			F0F1 ATP synthase subunit delta/epsilon	atpC		JCVISYN3A_0789	300	99	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	466587	468014	-					atpD		JCVISYN3A_0790	1428		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	466587	468014	-	AVX54959.1			F0F1 ATP synthase subunit beta	atpD		JCVISYN3A_0790	1428	475	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	468023	468865	-					atpG		JCVISYN3A_0791	843		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	468023	468865	-	AVX54960.1			F0F1 ATP synthase subunit gamma	atpG		JCVISYN3A_0791	843	280	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	468867	470444	-					atpA		JCVISYN3A_0792	1578		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	468867	470444	-	AVX54961.1			F0F1 ATP synthase subunit alpha	atpA		JCVISYN3A_0792	1578	525	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	470456	471001	-					atpD		JCVISYN3A_0793	546		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	470456	471001	-	AVX54962.1			F0F1 ATP synthase subunit delta	atpD		JCVISYN3A_0793	546	181	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	471003	471548	-					atpF		JCVISYN3A_0794	546		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	471003	471548	-	AVX54963.1			F0F1 ATP synthase subunit B	atpF		JCVISYN3A_0794	546	181	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	471577	471882	-					atpE		JCVISYN3A_0795	306		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	471577	471882	-	AVX54964.1			F0F1 ATP synthase subunit C	atpE		JCVISYN3A_0795	306	101	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	471912	472775	-					atpB		JCVISYN3A_0796	864		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	471912	472775	-	AVX54965.1			F0F1 ATP synthase subunit A	atpB		JCVISYN3A_0796	864	287	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	472775	473173	-							JCVISYN3A_0797	399		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	472775	473173	-	AVX54966.1			Uncharacterized protein			JCVISYN3A_0797	399	132	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	473313	473936	-					upp		JCVISYN3A_0798	624		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	473313	473936	-	AVX54967.1			Uracil phosphoribosyltransferase	upp		JCVISYN3A_0798	624	207	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	474036	475277	-					glyA		JCVISYN3A_0799	1242		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	474036	475277	-	AVX54968.1			Serine hydroxymethyltransferase	glyA		JCVISYN3A_0799	1242	413	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	475261	475704	-					rpiB		JCVISYN3A_0800	444		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	475261	475704	-	AVX54969.1			Ribose 5-phosphate isomerase B	rpiB		JCVISYN3A_0800	444	147	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	475872	479639	-					rpoC		JCVISYN3A_0803	3768		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	475872	479639	-	AVX54970.1			DNA-directed RNA polymerase subunit beta'	rpoC		JCVISYN3A_0803	3768	1255	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	479651	483526	-					rpoB		JCVISYN3A_0804	3876		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	479651	483526	-	AVX54971.1			DNA-directed RNA polymerase subunit beta	rpoB		JCVISYN3A_0804	3876	1291	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	483516	484691	-							JCVISYN3A_0805	1176		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	483516	484691	-	AVX54972.1			Uncharacterized protein			JCVISYN3A_0805	1176	391	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	484862	485230	-					rplG		JCVISYN3A_0806	369		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	484862	485230	-	AVX54973.1			50S ribosomal protein L7/L12	rplG		JCVISYN3A_0806	369	122	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	485299	485796	-					rplJ		JCVISYN3A_0807	498		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	485299	485796	-	AVX54974.1			50S ribosomal protein L10	rplJ		JCVISYN3A_0807	498	165	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	486023	486703	-					rplA		JCVISYN3A_0809	681		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	486023	486703	-	AVX54975.1			50S ribosomal protein L1	rplA		JCVISYN3A_0809	681	226	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	486703	487131	-					rplK		JCVISYN3A_0810	429		
